Y,E1,E2,E3,E4,E5,E6,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25
3.77197E+11,733.2482724,707.861502,351.5613213,1670.247381,627.7814463,1426.154737,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1
-17234525117,790.2372821,442.9396058,-220.7217784,100.0085363,258.4439819,-162.0330458,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1
1.57031E+11,1519.807965,228.591713,372.2902488,885.7094375,-13.19213351,966.3932534,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1
1.54741E+11,1198.789148,296.9646591,1352.048134,1491.836044,1187.03611,484.7939172,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1
1.87733E+11,935.4062308,634.5576272,-933.8195733,144.7838345,712.5651323,-206.367462,1,0,0,NA,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0
4.28415E+11,2533.616633,78.72239272,-144.9520681,1341.250005,597.9658587,1997.389631,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1
58643193745,843.6043322,70.13247157,-253.8548974,1534.548544,618.1135036,1677.541743,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0
2.03313E+11,443.7753172,226.6833226,-713.1613224,696.4092479,1469.269747,287.906117,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0
-2.18181E+11,548.8758366,332.9809246,701.8287708,1009.364673,569.4811924,1138.164053,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
3.64262E+11,1194.941002,486.0952706,67.3455627,1962.613443,728.6946548,1781.267449,0,0,NA,1,0,1,1,1,1,1,NA,0,0,0,0,0,0,0,0,1,1,1,1,1,1
-1.03704E+11,620.6677207,1386.235215,-555.7796801,2048.346815,1458.263367,-4.625010372,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0
-77756542765,-463.9023046,430.0610426,603.0758566,1194.177735,1377.295156,609.0091404,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1
4.13771E+11,2659.738049,396.8483953,518.1944317,1577.197098,1969.425719,944.5515316,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1
1.32626E+11,808.2547921,259.296444,1033.037057,1785.515198,508.2726518,542.7697569,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1
1.42294E+11,1564.006748,-335.9168819,-94.27294221,2222.993143,969.4023592,958.9303191,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0
1.5186E+11,329.5415235,1177.688271,-187.0185831,965.5442554,799.4970416,1024.424507,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1.72737E+11,-286.1065263,1221.732328,1168.895319,1912.402382,1271.192263,85.96829983,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1
-1.19891E+11,938.6748748,828.1519215,1199.111321,1956.943883,1560.412193,-541.9635097,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1
3.61216E+11,1866.061993,-580.697152,-408.5152591,1607.768463,242.0740681,1473.481717,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1
1.79348E+11,1046.71187,864.4799379,1366.219059,789.768358,1872.443982,494.9343458,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1
1.22967E+11,1742.7368,1324.155549,263.9025477,1498.821609,2109.294992,603.5123403,0,1,0,NA,1,1,1,1,0,0,NA,1,0,0,0,0,1,1,1,0,1,1,1,1,0
2.55258E+11,2100.03437,1348.598826,348.4785104,723.753791,2194.920732,1328.147514,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0
24357681263,340.9452112,233.2451652,70.09628119,1429.923402,35.72906357,1470.425897,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0
1.68673E+11,1495.9611,640.9842576,794.209392,546.4762363,1767.271294,-25.67985129,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1
34011207557,1589.655086,467.9143953,794.2968514,278.1014389,1160.806292,313.7782428,1,0,1,1,0,1,1,0,0,0,NA,0,0,1,1,0,0,1,1,0,1,0,1,0,0
1.08722E+11,1326.688777,1021.397178,338.4605632,1264.155089,1499.075216,1896.107921,1,0,0,1,1,0,1,0,0,0,NA,0,1,1,1,0,1,0,1,1,1,0,0,0,0
-1.01925E+11,215.29745,550.8235077,654.4475043,944.6961603,1521.285922,93.29681607,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0
2.77079E+11,1487.21876,422.3911001,241.9423728,470.0763366,-238.6897588,2425.395556,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1
4.13163E+11,1670.340343,-78.49768874,1016.336235,1100.282422,1711.02038,1453.861901,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
3.21214E+11,1164.305092,NA,-308.5805605,-188.2825108,1776.373941,1480.465183,1,1,NA,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0
3.12969E+11,1099.083182,155.9896532,246.7786922,1270.278666,1365.005374,1100.88697,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1
2.03033E+11,293.1460204,353.0846993,205.4513347,1234.054698,648.9912102,241.5185542,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0
2.15029E+11,1274.457513,440.7977225,-16.39812705,795.9417913,1588.903927,1652.021876,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0
1.15175E+11,388.0952544,-37.3776572,432.5304176,1073.400216,1560.630577,981.7549617,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1
1.38648E+11,443.6170077,361.328373,536.221669,399.3331726,885.1315116,180.9891788,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1
74691719400,1128.614397,-9.077753439,-224.7020492,538.4901889,1003.742613,1180.541604,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1
-44332440883,1268.549828,268.7892616,250.3141341,1505.259428,1287.282844,-567.6205722,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,NA,1,0,1,0,1,1,0,0
3.29808E+11,2179.529355,443.4520567,506.7773472,532.7608966,1366.631146,1129.715852,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0
21672510315,495.4417137,193.6899207,816.197543,1214.511941,1277.566152,500.1151288,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
2.64972E+11,1178.481424,742.8868522,638.4223945,758.2764067,992.7457616,856.966252,0,NA,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2.24454E+11,1417.572322,498.3775204,469.5734439,1223.926642,232.1440749,1528.278315,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1
1.21063E+11,1030.702404,5.741036418,431.5804534,1009.158681,430.12691,1001.211558,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0
1.10214E+11,1094.956178,817.0436018,860.6129701,1310.879446,729.0325352,717.4053775,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
37453099159,1244.267093,325.0344671,-62.89124722,609.9941194,161.0935118,-564.6881972,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0
1.48404E+11,475.4513081,-229.0651355,377.4029465,-354.1087777,984.1970698,2114.769614,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1
58059043898,530.1466768,296.0177572,636.8663313,NA,1384.518218,1056.28406,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0
-19485373605,1708.98763,127.7879034,-508.429337,471.238574,1672.431162,504.5591256,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
72410196974,535.5542246,1402.202464,907.5452266,929.540362,689.8200582,1165.623822,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
-49209265628,677.2064274,-196.1907246,-253.5556153,297.3758236,2911.89415,428.6438941,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1
2.33708E+11,691.2991361,869.8689964,-104.8496008,104.476669,1204.005179,1534.243173,0,0,0,1,1,1,0,0,0,1,1,NA,1,1,1,0,0,0,1,0,1,1,1,1,1
94104482221,483.1186553,870.8573983,727.0529576,2368.712055,964.5842459,-259.2060135,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1
24777751035,653.4321011,768.0149625,1625.237947,378.2686527,762.9818564,431.3985224,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0
2.16698E+11,876.937937,-204.1005378,517.0492558,144.4258864,1188.522362,1230.041051,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1
94561280474,1590.348269,1394.386144,136.4552601,713.7393888,624.3650572,145.8529403,NA,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1
2.56062E+11,1539.795188,369.0553159,361.037794,361.1118704,1854.067555,1328.905249,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0
6289688982,-4.868975654,1291.23896,-115.9772876,445.0989313,1942.880431,157.3754988,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1
-8691314582,-24.11852253,42.16858931,500.5765329,821.6807355,1390.501123,816.5023287,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0
53851560620,-155.8418447,457.8209143,562.2113456,643.7231711,835.3997425,1795.508904,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0
25138353176,543.7983286,-56.87953169,587.6553346,686.4237146,696.1506093,542.8710833,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
-18243359917,-165.0444732,-147.162597,1082.169289,734.5823054,1598.374344,1225.412785,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0
52912683533,943.6319066,355.3561573,-22.16621406,683.2488138,1815.04889,834.8742988,0,1,1,0,0,1,0,1,0,1,0,NA,1,1,0,0,0,1,1,0,1,1,0,1,1
2.71619E+11,1609.154732,1292.075079,-48.65558978,710.0093488,2205.023046,730.035517,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1
1.96162E+11,998.3297741,439.18608,838.4961217,1734.637832,981.8511412,829.3802991,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0
1.45933E+11,387.6257535,-91.43287174,2262.54594,75.1236153,836.2136016,1395.101622,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0
1.62077E+11,916.9273928,786.7178655,-304.5534648,99.47328575,1046.016367,853.1282269,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1
1.49257E+11,1243.967093,275.4510635,163.3644997,1591.988975,-41.26546259,813.8676408,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1
3.82632E+11,1061.015082,597.6375335,1876.767481,53.66866584,694.9850269,1050.501257,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0
2.40473E+11,264.6965267,-824.5498738,174.4135882,292.2510891,1535.805006,902.0561179,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0
2.97252E+11,1608.911257,310.2886968,621.4256053,293.6070752,1626.746945,673.7415807,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1
1.65777E+11,1363.426495,-71.9105886,-9.710918494,1181.337698,494.2317165,817.2189942,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1
-3468157386,-124.4792752,1318.980414,1246.988614,1207.959482,737.304739,-256.4855617,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0
1.61077E+11,954.2677859,-591.1014603,394.2640446,1317.432985,305.3385227,634.2268805,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0
7852432918,477.8575547,303.6043478,342.5828484,1134.841832,843.8290199,1141.621671,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1
93598390864,853.4781455,1432.596907,87.62998204,1678.971638,759.7205071,701.6129067,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0
78327649421,904.0296587,-539.6800415,576.5505695,146.1481884,308.0093359,494.8202575,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0
1.29875E+11,804.9184061,-63.148274,-46.38110466,-110.5504448,1716.532004,857.8551924,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0
4.66408E+11,2261.607335,832.7754468,60.04506013,509.7187708,790.4395451,1342.752965,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1
25459116453,654.3949457,631.2529695,613.7307411,936.0460425,-263.1634284,584.5756149,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
1.05494E+11,443.9894621,1357.614738,579.8865806,1553.825757,1343.157062,914.4285381,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1
39656493978,836.4950258,916.2913402,685.491777,1189.814491,-1140.932153,1229.626785,0,0,1,NA,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,NA,1,1
1.87083E+11,609.8916329,708.0186003,966.8372038,1280.964154,1301.37808,450.250073,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,NA
79428882446,1057.630151,83.78181852,878.6209329,NA,845.1749674,579.2590639,NA,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1
2.15277E+11,949.4349218,1227.281746,1375.294934,145.1757496,346.2121894,987.6959179,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0
1.46594E+11,350.6562229,43.92155951,1942.19155,727.8659455,1036.34208,1338.062535,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
1.42582E+11,1951.862507,807.7181614,-4.997427636,2247.259522,1474.778413,1436.179506,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0
1.57565E+11,1574.918405,1240.413441,1820.679766,330.2569385,587.5382246,1361.013627,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0
NA,NA,277.9459628,650.0274326,822.867414,276.9260917,-553.6160202,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1
1.13307E+11,1800.153142,-995.7492815,1376.618882,117.082908,810.9434927,574.1607609,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1
69777624630,861.3608475,1898.656139,1061.153008,2191.024724,1414.189903,-21.0847341,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1
2.11261E+11,1038.950157,-636.4083111,530.0327751,1486.428112,1393.221334,1007.826095,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1
2.25028E+11,1410.013773,865.1661946,1601.177376,370.8637209,1497.190031,-714.9300395,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1
1.20974E+11,183.3767701,600.1050325,1884.739664,1057.360114,1588.326547,1549.553481,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0
52797921045,1493.358752,887.5716798,65.91864461,1561.44327,1333.525844,225.9239813,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1
1.02257E+11,552.5101007,721.6139001,44.8902533,373.5449238,856.2457653,-581.6653589,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0
2.07247E+11,1421.382887,-511.9970683,-159.9107367,2049.931868,1507.367131,704.810556,NA,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0
70926532042,611.9694214,139.4404651,34.30567576,576.6216534,473.8765249,-100.2983008,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0
1.76923E+11,1122.832303,-55.0891955,1165.702831,520.8983794,1552.12559,828.8464893,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1
1.6216E+11,965.3942298,1428.391975,1236.25134,2337.309277,278.5798657,999.829857,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0
-15769096875,848.6419814,705.2610487,203.2237757,848.3676093,1359.745225,1067.459175,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0
1.10967E+11,1240.957016,696.866872,847.6327348,336.9364426,1815.605516,673.0301119,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1
1.72029E+11,2190.190453,137.1377632,1171.060114,2060.421408,996.7869623,1373.89855,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0
2.86833E+11,1296.052636,190.4548814,942.6657183,1533.644255,757.3420954,1737.864017,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0
87682078594,1886.987223,1707.105846,198.1138632,2346.724068,2448.475181,571.2613501,1,0,1,0,0,1,1,1,1,1,1,NA,1,1,0,1,0,1,1,0,1,1,1,1,1
1.6323E+11,1760.727564,433.1065371,1307.28061,1259.412292,1307.073856,1082.783723,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1
1.28309E+11,768.4930832,290.29207,30.71862136,1031.273622,1071.815283,827.05192,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0
2.49367E+11,627.8912564,1138.584612,-168.3958829,2216.833525,1366.771239,1476.850012,0,0,NA,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0
-1.3031E+11,1588.236371,353.8816707,109.1597004,1355.242069,1159.117932,795.0856191,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
6627942654,1331.851919,939.79311,944.4953326,1337.415366,1569.835224,713.8872947,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1
-16544935178,642.431739,768.1000978,-11.74252275,1685.166173,800.9536072,854.7801183,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0
2.12297E+11,728.0773832,955.5157313,398.1376535,-509.7433793,1093.067293,950.5885721,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1
3.50878E+11,1045.172766,696.6461881,641.4071962,618.4209752,596.8029466,815.6611771,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0
-40325038136,360.0210597,664.5171903,112.7953201,1244.05433,862.2168312,1925.016859,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0
2.41888E+11,237.2600291,-416.237665,447.4439246,1091.057026,1806.493022,1027.688293,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0
-29302900195,505.5495685,761.1334195,584.2286598,2055.935557,941.6310492,744.4821969,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1
1.80335E+11,883.7648397,723.9978501,-63.23347787,995.5119424,1054.391837,1403.030347,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1
1.07125E+11,140.4041443,NA,829.9528943,1870.181074,52.24545515,1603.188553,1,0,1,NA,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1
2.1083E+11,1651.923513,1439.05498,392.1212027,1378.159205,1973.779626,453.6613132,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,NA
29472251509,744.0589678,316.4692443,-111.4618113,725.7749195,69.75631248,1782.352672,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0
3.64809E+11,1977.886511,141.2321683,341.7022276,506.0337371,1358.561241,984.8135816,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0
13064618974,1273.899889,616.3706547,1.406726301,575.6140752,723.7676894,947.5600473,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1.66396E+11,1206.310951,769.3387324,703.5206819,1513.366558,508.7912823,1792.846196,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,NA,1,1
2.01187E+11,2007.33479,-564.5948535,-959.4018288,1575.110941,1078.397264,-22.64746453,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0
-41256509386,713.3089628,611.0313787,-111.5891123,551.6881604,1364.371669,-492.8032868,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1
-47808370090,1287.749029,653.1767409,61.79777944,354.7982392,1552.421384,777.5018515,NA,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0
1.85356E+11,1198.126037,-807.7572929,731.6254998,1984.453449,438.3473014,1110.604175,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2.87353E+11,1821.308935,762.4425317,432.964929,277.5030786,438.8105372,1394.80881,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0
1.40468E+11,657.4115366,91.29953159,-99.74541466,2211.332386,1192.630933,665.1563686,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0
-1.34309E+11,768.5083604,465.6682954,307.2136329,1343.753738,694.9132035,-239.4727644,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0
1.31397E+11,626.8570399,2102.489993,272.7259031,-51.20011505,745.4913803,1199.871859,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
-75244771943,568.7439694,378.1828308,287.9350399,1339.304689,1766.123782,993.3002614,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1
-41872174058,614.8550528,506.482907,-94.79020308,2477.414988,2206.135269,309.7299101,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
1.96224E+11,671.2243966,721.7185691,60.93931582,983.9459117,872.1795192,-413.987578,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1
1.23832E+11,1084.657975,1752.563682,907.9038943,267.7734217,1505.831686,943.9915247,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1
67960593066,902.7340179,531.026667,136.8851999,1257.493324,1469.138801,142.5912533,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1
2.75045E+11,622.1808139,1525.568442,225.7284897,439.9273227,2254.520325,1316.203463,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0
1.37771E+11,463.4409051,1551.753346,344.813063,160.131872,1071.719325,763.4118562,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0
1.11619E+11,839.7234147,257.0963385,205.6668811,903.2990662,342.2731918,867.4456354,1,1,NA,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
92930757089,2114.986277,316.0229275,1017.974501,549.7011117,1177.535446,525.3518894,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0
1.63092E+11,1078.693467,NA,478.5674982,-94.53137048,541.5892018,597.2569788,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1
-71074222405,802.9218154,20.63294584,266.0610166,808.6882557,764.4529488,871.6864208,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1
1.62375E+11,1278.223461,1043.848312,-192.9854647,695.5025571,-21.55485786,971.3144258,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1
1.16243E+11,302.962357,450.9694482,-424.9042319,1064.269613,373.515762,-17.49303667,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1
2.01653E+11,240.0717881,-193.8583377,NA,715.350624,1225.146312,716.629202,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1
-84814434023,469.7984864,301.5253341,593.786744,692.1361262,683.6618921,-900.8983972,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1
1.46063E+11,2083.149734,666.9457798,1185.964343,879.5774526,1958.77314,840.7359304,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,NA,0,1,1,1,0,1,0,0
1.6626E+11,1091.696821,43.16942595,-34.21279043,955.6009422,1614.248944,613.7582375,0,1,NA,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0
2.97006E+11,978.2409757,2071.880468,-465.2018622,1062.259557,332.4296542,2319.526476,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1
15337009975,977.7785853,-382.2664815,457.4998724,1286.886354,394.6125101,858.1713722,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1
